BlockName, StimPos, tasktype, letterstim, numberstim, switch, acc, time
letters,right,letter,U,1,1,1,1.699710
letters,left,letter,E,4,0,1,1.135914
letters,right,letter,T,6,0,1,1.230727
letters,left,letter,G,3,0,1,0.804094
letters,right,letter,R,1,0,1,0.772520
letters,left,letter,T,2,0,1,1.452942
letters,right,letter,E,1,0,1,1.746226
letters,left,letter,R,1,0,1,0.809194
letters,right,letter,U,4,0,1,0.688395
letters,left,letter,E,8,0,1,0.721033
letters,right,letter,U,5,0,1,0.579398
letters,left,letter,E,2,0,1,0.602052
letters,right,letter,C,5,0,1,0.756380
letters,left,letter,E,7,0,1,0.694794
letters,right,letter,U,3,0,1,0.606799
letters,left,letter,R,5,0,1,0.817835
letters,right,letter,A,7,0,1,0.563947
letters,left,letter,G,2,0,1,0.861688
letters,right,letter,C,8,0,1,0.820187
letters,left,letter,T,6,0,1,0.709035
letters,right,letter,R,4,0,1,0.704740
letters,left,letter,G,6,0,1,0.516963
letters,right,letter,C,3,0,1,0.602019
letters,left,letter,R,2,0,1,0.492612
letters,right,letter,I,2,0,1,0.871573
letters,left,letter,I,7,0,1,0.546026
letters,right,letter,C,3,0,1,0.721097
letters,left,letter,G,6,0,1,0.778052
letters,right,letter,T,8,0,1,0.617833
letters,left,letter,T,5,0,1,0.554308
letters,right,letter,I,1,0,1,0.646767
letters,left,letter,A,4,0,1,0.709961
letters,right,letter,G,8,0,1,0.931029
letters,left,letter,I,6,0,1,0.976196
letters,right,letter,A,3,0,1,1.543564
letters,left,letter,A,4,0,1,0.575955
letters,right,letter,C,8,0,1,0.627812
letters,left,letter,U,7,0,1,0.635920
letters,right,letter,A,5,0,1,0.513672
letters,left,letter,I,7,0,0,0.507958
numbers,right,number,C,6,1,1,2.687776
numbers,left,number,R,3,0,1,1.066037
numbers,right,number,T,1,0,1,1.295770
numbers,left,number,T,2,0,1,0.777556
numbers,right,number,T,5,0,1,0.792466
numbers,left,number,A,6,0,1,0.888653
numbers,right,number,E,1,0,1,0.678640
numbers,left,number,C,5,0,1,0.831556
numbers,right,number,I,2,0,1,0.682298
numbers,left,number,G,3,0,1,0.774612
numbers,right,number,R,5,0,1,0.655368
numbers,left,number,A,8,0,1,0.762161
numbers,right,number,G,1,0,1,0.840707
numbers,left,number,T,4,0,1,1.051143
numbers,right,number,U,4,0,1,0.714177
numbers,left,number,U,4,0,1,0.599977
numbers,right,number,U,1,0,1,0.817176
numbers,left,number,E,6,0,1,0.816731
numbers,right,number,A,5,0,1,1.184447
numbers,left,number,E,4,0,1,1.498699
numbers,right,number,C,8,0,1,0.804520
numbers,left,number,I,3,0,1,0.982348
numbers,right,number,U,7,0,1,0.763762
numbers,left,number,A,8,0,1,1.006807
numbers,right,number,E,2,0,1,1.572240
numbers,left,number,I,6,0,1,0.744833
numbers,right,number,C,2,0,1,0.678947
numbers,left,number,C,8,0,1,0.605761
numbers,right,number,U,7,0,1,0.723373
numbers,left,number,I,6,0,1,0.791836
numbers,right,number,G,7,0,1,1.676899
numbers,left,number,R,1,0,1,0.677389
numbers,right,number,E,3,0,1,0.820060
numbers,left,number,A,7,0,1,0.535372
numbers,right,number,T,3,0,1,0.521726
numbers,left,number,I,4,0,0,0.558477
numbers,right,number,G,5,0,1,3.288470
numbers,left,number,G,2,0,1,0.667104
numbers,right,number,R,8,0,1,0.796384
numbers,left,number,R,7,0,1,0.759438
lettersnumbers,left,letter,R,7,1,1,6.555325
lettersnumbers,right,letter,T,1,0,1,3.265983
lettersnumbers,right,number,T,3,1,1,2.357958
lettersnumbers,left,number,G,2,0,1,1.251431
lettersnumbers,left,letter,C,2,1,1,1.601570
lettersnumbers,right,letter,I,4,0,1,0.805105
lettersnumbers,right,number,U,5,1,0,1.038805
lettersnumbers,left,number,A,1,0,1,3.958573
lettersnumbers,left,letter,T,6,1,1,2.808839
lettersnumbers,right,letter,C,5,0,1,0.898519
lettersnumbers,right,number,R,8,1,1,1.235726
lettersnumbers,left,number,A,3,0,1,1.414636
lettersnumbers,left,letter,G,6,1,1,1.755978
lettersnumbers,right,letter,T,6,0,1,0.811709
lettersnumbers,right,number,R,4,1,1,1.447239
lettersnumbers,left,number,U,4,0,1,1.527244
lettersnumbers,left,letter,U,1,1,1,2.311303
lettersnumbers,right,letter,U,4,0,1,0.556046
lettersnumbers,right,number,T,7,1,1,0.802796
lettersnumbers,left,number,A,2,0,1,1.533000
lettersnumbers,left,letter,I,5,1,0,1.854033
lettersnumbers,right,letter,R,2,0,1,1.884735
lettersnumbers,right,number,I,7,1,0,1.060186
lettersnumbers,left,number,G,3,0,1,2.243461
lettersnumbers,left,letter,U,7,1,1,1.698783
lettersnumbers,right,letter,E,3,0,1,0.885687
lettersnumbers,right,number,E,8,1,1,1.145358
lettersnumbers,left,number,G,5,0,1,0.973784
lettersnumbers,left,letter,I,4,1,1,1.176766
lettersnumbers,right,letter,E,8,0,1,0.563939
lettersnumbers,right,number,C,6,1,1,1.556311
lettersnumbers,left,number,I,3,0,1,0.579169
lettersnumbers,left,letter,A,8,1,1,0.932350
lettersnumbers,right,letter,C,5,0,1,0.600071
lettersnumbers,right,number,C,7,1,1,1.212826
lettersnumbers,left,number,R,1,0,1,0.668762
lettersnumbers,left,letter,A,8,1,1,1.741106
lettersnumbers,right,letter,G,1,0,1,0.564221
lettersnumbers,right,number,E,6,1,1,1.859983
lettersnumbers,left,number,E,2,0,1,0.648707
