BlockName, StimPos, tasktype, letterstim, numberstim, switch, acc, time
letters,right,letter,U,1,1,1,2.992711
letters,left,letter,E,4,0,1,2.886228
letters,right,letter,T,6,0,1,1.315905
letters,left,letter,G,3,0,1,19.480142
letters,right,letter,R,1,0,1,1.319557
letters,left,letter,T,2,0,1,1.114346
letters,right,letter,E,1,0,1,0.934173
letters,left,letter,R,1,0,1,0.748011
letters,right,letter,U,4,0,1,1.131078
letters,left,letter,E,8,0,0,1.565892
letters,right,letter,U,5,0,1,0.000116
letters,left,letter,E,2,0,1,1.054613
letters,right,letter,C,5,0,1,0.918920
letters,left,letter,E,7,0,1,0.743776
letters,right,letter,U,3,0,1,1.225708
letters,left,letter,R,5,0,1,0.787300
letters,right,letter,A,7,0,1,0.686292
letters,left,letter,G,2,0,1,1.530158
letters,right,letter,C,8,0,1,0.925450
letters,left,letter,T,6,0,1,0.868326
letters,right,letter,R,4,0,1,0.820170
letters,left,letter,G,6,0,1,1.411596
letters,right,letter,C,3,0,1,0.708856
letters,left,letter,R,2,0,1,0.709711
letters,right,letter,I,2,0,1,0.717031
letters,left,letter,I,7,0,1,0.716561
letters,right,letter,C,3,0,1,0.876506
letters,left,letter,G,6,0,1,0.628061
letters,right,letter,T,8,0,1,1.220826
letters,left,letter,T,5,0,1,0.389364
letters,right,letter,I,1,0,1,0.782984
letters,left,letter,A,4,0,1,0.926472
letters,right,letter,G,8,0,1,0.880566
letters,left,letter,I,6,0,1,0.691542
letters,right,letter,A,3,0,1,0.849224
letters,left,letter,A,4,0,1,0.682802
letters,right,letter,C,8,0,1,0.654177
letters,left,letter,U,7,0,0,0.721662
letters,right,letter,A,5,0,1,0.000103
letters,left,letter,I,7,0,1,1.431329
numbers,right,number,C,6,1,1,3.893457
numbers,left,number,R,3,0,1,0.911720
numbers,right,number,T,1,0,1,0.902493
numbers,left,number,T,2,0,1,0.839703
numbers,right,number,T,5,0,1,0.929553
numbers,left,number,A,6,0,1,0.873528
numbers,right,number,E,1,0,1,1.508696
numbers,left,number,C,5,0,1,1.530722
numbers,right,number,I,2,0,1,0.645285
numbers,left,number,G,3,0,1,0.699993
numbers,right,number,R,5,0,1,1.508721
numbers,left,number,A,8,0,1,0.797372
numbers,right,number,G,1,0,1,3.211156
numbers,left,number,T,4,0,1,0.732377
numbers,right,number,U,4,0,1,0.642809
numbers,left,number,U,4,0,1,0.518958
numbers,right,number,U,1,0,1,0.658025
numbers,left,number,E,6,0,1,0.865807
numbers,right,number,A,5,0,1,0.915342
numbers,left,number,E,4,0,1,0.917997
numbers,right,number,C,8,0,1,1.756438
numbers,left,number,I,3,0,1,0.632585
numbers,right,number,U,7,0,1,0.866338
numbers,left,number,A,8,0,1,0.684586
numbers,right,number,E,2,0,1,0.957507
numbers,left,number,I,6,0,0,0.636724
numbers,right,number,C,2,0,1,0.000104
numbers,left,number,C,8,0,1,1.524909
numbers,right,number,U,7,0,1,1.395221
numbers,left,number,I,6,0,1,0.750823
numbers,right,number,G,7,0,1,3.408034
numbers,left,number,R,1,0,1,0.818778
numbers,right,number,E,3,0,1,0.767442
numbers,left,number,A,7,0,1,0.796590
numbers,right,number,T,3,0,1,0.591472
numbers,left,number,I,4,0,1,0.848549
numbers,right,number,G,5,0,1,1.209929
numbers,left,number,G,2,0,1,0.640257
numbers,right,number,R,8,0,1,1.024804
numbers,left,number,R,7,0,1,0.723845
lettersnumbers,left,letter,R,7,1,1,3.623335
lettersnumbers,right,letter,T,1,0,1,1.939936
lettersnumbers,right,number,T,3,1,1,4.561601
lettersnumbers,left,number,G,2,0,1,3.119495
lettersnumbers,left,letter,C,2,1,1,1.963023
lettersnumbers,right,letter,I,4,0,1,2.454441
lettersnumbers,right,number,U,5,1,1,2.352156
lettersnumbers,left,number,A,1,0,1,3.607757
lettersnumbers,left,letter,T,6,1,1,5.614342
lettersnumbers,right,letter,C,5,0,1,1.100837
lettersnumbers,right,number,R,8,1,1,2.196115
lettersnumbers,left,number,A,3,0,1,0.961961
lettersnumbers,left,letter,G,6,1,1,3.112431
lettersnumbers,right,letter,T,6,0,1,2.021304
lettersnumbers,right,number,R,4,1,1,1.785562
lettersnumbers,left,number,U,4,0,1,1.400564
lettersnumbers,left,letter,U,1,1,1,2.351225
lettersnumbers,right,letter,U,4,0,1,1.991818
lettersnumbers,right,number,T,7,1,1,3.144790
lettersnumbers,left,number,A,2,0,1,0.854583
lettersnumbers,left,letter,I,5,1,1,3.837849
lettersnumbers,right,letter,R,2,0,1,2.638423
lettersnumbers,right,number,I,7,1,0,0.941070
lettersnumbers,left,number,G,3,0,1,0.000091
lettersnumbers,left,letter,U,7,1,1,4.722044
lettersnumbers,right,letter,E,3,0,1,1.105638
lettersnumbers,right,number,E,8,1,1,2.747809
lettersnumbers,left,number,G,5,0,1,1.469659
lettersnumbers,left,letter,I,4,1,1,1.345532
lettersnumbers,right,letter,E,8,0,1,12.375429
lettersnumbers,right,number,C,6,1,1,2.257741
lettersnumbers,left,number,I,3,0,1,2.801964
lettersnumbers,left,letter,A,8,1,1,1.485796
lettersnumbers,right,letter,C,5,0,1,0.999277
lettersnumbers,right,number,C,7,1,1,1.681522
lettersnumbers,left,number,R,1,0,1,2.902470
lettersnumbers,left,letter,A,8,1,1,3.932067
lettersnumbers,right,letter,G,1,0,1,0.908067
lettersnumbers,right,number,E,6,1,1,1.307520
lettersnumbers,left,number,E,2,0,1,0.795075
