BlockName, StimPos, tasktype, letterstim, numberstim, switch, acc, time
letters,right,letter,U,1,1,0,0.000104
letters,left,letter,E,4,0,1,0.000096
letters,right,letter,T,6,0,0,4.418191
letters,left,letter,G,3,0,1,0.157616
letters,right,letter,R,1,0,1,2.560800
letters,left,letter,T,2,0,1,2.443472
letters,right,letter,E,1,0,1,1.681416
letters,left,letter,R,1,0,1,1.255960
letters,right,letter,U,4,0,0,1.429742
letters,left,letter,E,8,0,1,0.000116
letters,right,letter,U,5,0,0,0.168529
letters,left,letter,E,2,0,0,1.642442
letters,right,letter,C,5,0,0,2.319148
letters,left,letter,E,7,0,0,3.772435
letters,right,letter,U,3,0,1,2.055625
letters,left,letter,R,5,0,1,10.473589
letters,right,letter,A,7,0,0,3.266681
letters,left,letter,G,2,0,0,0.000091
letters,right,letter,C,8,0,1,1.928898
letters,left,letter,T,6,0,0,2.605488
letters,right,letter,R,4,0,0,2.004306
letters,left,letter,G,6,0,1,2.444516
letters,right,letter,C,3,0,0,2.312047
letters,left,letter,R,2,0,1,0.000115
letters,right,letter,I,2,0,0,2.038131
letters,left,letter,I,7,0,0,1.741519
letters,right,letter,C,3,0,1,1.767889
letters,left,letter,G,6,0,0,1.782393
letters,right,letter,T,8,0,1,0.000103
letters,left,letter,T,5,0,1,3.073758
letters,right,letter,I,1,0,1,7.050374
letters,left,letter,A,4,0,1,4.245597
letters,right,letter,G,8,0,1,2.594865
letters,left,letter,I,6,0,1,1.971197
letters,right,letter,A,3,0,1,2.648265
letters,left,letter,A,4,0,0,2.434731
letters,right,letter,C,8,0,0,0.000115
letters,left,letter,U,7,0,1,1.366617
letters,right,letter,A,5,0,1,3.834057
letters,left,letter,I,7,0,0,3.917673
numbers,right,number,C,6,1,1,1.306115
numbers,left,number,R,3,0,1,1.212343
numbers,right,number,T,1,0,1,1.035020
numbers,left,number,T,2,0,1,1.048040
numbers,right,number,T,5,0,0,1.315386
numbers,left,number,A,6,0,0,0.000112
numbers,right,number,E,1,0,1,0.176945
numbers,left,number,C,5,0,0,1.603916
numbers,right,number,I,2,0,0,1.121381
numbers,left,number,G,3,0,1,1.036073
numbers,right,number,R,5,0,1,1.250736
numbers,left,number,A,8,0,1,0.876648
numbers,right,number,G,1,0,1,0.950230
numbers,left,number,T,4,0,1,1.786969
numbers,right,number,U,4,0,1,0.898187
numbers,left,number,U,4,0,1,0.742276
numbers,right,number,U,1,0,1,0.757307
numbers,left,number,E,6,0,1,0.826939
numbers,right,number,A,5,0,0,0.850151
numbers,left,number,E,4,0,0,0.000116
numbers,right,number,C,8,0,0,0.000116
numbers,left,number,I,3,0,1,0.000104
numbers,right,number,U,7,0,1,2.079353
numbers,left,number,A,8,0,1,0.884383
numbers,right,number,E,2,0,1,0.868601
numbers,left,number,I,6,0,1,0.876628
numbers,right,number,C,2,0,1,0.819040
numbers,left,number,C,8,0,1,0.880011
numbers,right,number,U,7,0,1,0.893869
numbers,left,number,I,6,0,1,0.932329
numbers,right,number,G,7,0,1,0.952606
numbers,left,number,R,1,0,1,0.881727
numbers,right,number,E,3,0,1,0.873867
numbers,left,number,A,7,0,1,0.976787
numbers,right,number,T,3,0,1,0.921089
numbers,left,number,I,4,0,1,0.993174
numbers,right,number,G,5,0,1,0.828798
numbers,left,number,G,2,0,0,0.829206
numbers,right,number,R,8,0,1,1.476353
numbers,left,number,R,7,0,1,1.210042
lettersnumbers,left,letter,R,7,1,0,2.662538
lettersnumbers,right,letter,T,1,0,1,1.927419
lettersnumbers,right,number,T,3,1,0,2.817779
lettersnumbers,left,number,G,2,0,0,1.572254
lettersnumbers,left,letter,C,2,1,1,1.410917
lettersnumbers,right,letter,I,4,0,1,2.779392
lettersnumbers,right,number,U,5,1,1,1.989695
lettersnumbers,left,number,A,1,0,0,2.399736
lettersnumbers,left,letter,T,6,1,1,0.000116
lettersnumbers,right,letter,C,5,0,0,1.306965
lettersnumbers,right,number,R,8,1,0,0.000106
lettersnumbers,left,number,A,3,0,1,0.000090
lettersnumbers,left,letter,G,6,1,1,1.641292
lettersnumbers,right,letter,T,6,0,1,1.573215
lettersnumbers,right,number,R,4,1,0,0.817780
lettersnumbers,left,number,U,4,0,0,1.150717
lettersnumbers,left,letter,U,1,1,0,1.285322
lettersnumbers,right,letter,U,4,0,0,1.453547
lettersnumbers,right,number,T,7,1,0,0.000119
lettersnumbers,left,number,A,2,0,1,9.090458
lettersnumbers,left,letter,I,5,1,0,1.674251
lettersnumbers,right,letter,R,2,0,1,3.066587
lettersnumbers,right,number,I,7,1,0,5.664283
lettersnumbers,left,number,G,3,0,1,2.397419
lettersnumbers,left,letter,U,7,1,0,2.582848
lettersnumbers,right,letter,E,3,0,0,1.248787
lettersnumbers,right,number,E,8,1,1,2.423496
lettersnumbers,left,number,G,5,0,1,3.448031
lettersnumbers,left,letter,I,4,1,1,2.050172
lettersnumbers,right,letter,E,8,0,0,1.500184
lettersnumbers,right,number,C,6,1,0,1.797011
lettersnumbers,left,number,I,3,0,0,0.000115
lettersnumbers,left,letter,A,8,1,0,2.910305
lettersnumbers,right,letter,C,5,0,1,1.349299
lettersnumbers,right,number,C,7,1,1,1.492043
lettersnumbers,left,number,R,1,0,1,2.665810
lettersnumbers,left,letter,A,8,1,1,1.705404
lettersnumbers,right,letter,G,1,0,0,1.280810
lettersnumbers,right,number,E,6,1,0,1.013495
lettersnumbers,left,number,E,2,0,1,0.000091
