BlockName, StimPos, tasktype, letterstim, numberstim, switch, acc, time
letters,right,letter,U,1,1,1,21.478290
letters,left,letter,E,4,0,1,1.229463
letters,right,letter,T,6,0,1,9.282691
letters,left,letter,G,3,0,1,0.602179
letters,right,letter,R,1,0,1,0.666665
letters,left,letter,T,2,0,1,0.623151
letters,right,letter,E,1,0,1,0.963339
letters,left,letter,R,1,0,1,0.628385
letters,right,letter,U,4,0,1,1.225148
letters,left,letter,E,8,0,1,2.393036
letters,right,letter,U,5,0,1,0.680808
letters,left,letter,E,2,0,1,0.536965
letters,right,letter,C,5,0,1,0.800772
letters,left,letter,E,7,0,1,0.686783
letters,right,letter,U,3,0,1,1.112967
letters,left,letter,R,5,0,1,0.546686
letters,right,letter,A,7,0,0,0.744503
letters,left,letter,G,2,0,0,0.000102
letters,right,letter,C,8,0,1,0.000116
letters,left,letter,T,6,0,1,0.761177
letters,right,letter,R,4,0,1,0.925326
letters,left,letter,G,6,0,1,0.381976
letters,right,letter,C,3,0,1,0.680229
letters,left,letter,R,2,0,1,0.508099
letters,right,letter,I,2,0,1,1.314988
letters,left,letter,I,7,0,1,0.527400
letters,right,letter,C,3,0,1,0.626908
letters,left,letter,G,6,0,1,1.740925
letters,right,letter,T,8,0,1,0.724023
letters,left,letter,T,5,0,1,0.467014
letters,right,letter,I,1,0,1,0.541848
letters,left,letter,A,4,0,1,0.616126
letters,right,letter,G,8,0,1,0.603602
letters,left,letter,I,6,0,0,0.539024
letters,right,letter,A,3,0,1,0.000103
letters,left,letter,A,4,0,1,0.698261
letters,right,letter,C,8,0,1,0.577441
letters,left,letter,U,7,0,1,0.716680
letters,right,letter,A,5,0,1,0.746123
letters,left,letter,I,7,0,1,1.085884
numbers,right,number,C,6,1,1,1.469094
numbers,left,number,R,3,0,1,1.236441
numbers,right,number,T,1,0,1,0.720838
numbers,left,number,T,2,0,1,0.696454
numbers,right,number,T,5,0,1,0.825068
numbers,left,number,A,6,0,1,0.723972
numbers,right,number,E,1,0,1,0.622077
numbers,left,number,C,5,0,0,0.903003
numbers,right,number,I,2,0,0,0.000377
numbers,left,number,G,3,0,0,0.000116
numbers,right,number,R,5,0,0,0.000115
numbers,left,number,A,8,0,0,3.521814
numbers,right,number,G,1,0,0,0.000117
numbers,left,number,T,4,0,1,3.138453
numbers,right,number,U,4,0,1,0.798255
numbers,left,number,U,4,0,1,0.854865
numbers,right,number,U,1,0,1,0.576207
numbers,left,number,E,6,0,1,1.653569
numbers,right,number,A,5,0,1,0.780406
numbers,left,number,E,4,0,1,0.985248
numbers,right,number,C,8,0,1,1.347359
numbers,left,number,I,3,0,1,0.772045
numbers,right,number,U,7,0,0,0.883892
numbers,left,number,A,8,0,0,0.073973
numbers,right,number,E,2,0,1,2.486360
numbers,left,number,I,6,0,1,0.687729
numbers,right,number,C,2,0,1,0.546665
numbers,left,number,C,8,0,1,0.608917
numbers,right,number,U,7,0,1,0.685190
numbers,left,number,I,6,0,1,1.183854
numbers,right,number,G,7,0,1,2.709601
numbers,left,number,R,1,0,1,0.614225
numbers,right,number,E,3,0,0,0.598155
numbers,left,number,A,7,0,1,0.000093
numbers,right,number,T,3,0,1,0.947963
numbers,left,number,I,4,0,1,0.646262
numbers,right,number,G,5,0,1,0.769852
numbers,left,number,G,2,0,1,5.358648
numbers,right,number,R,8,0,1,0.713698
numbers,left,number,R,7,0,1,0.693011
lettersnumbers,left,letter,R,7,1,1,3.692096
lettersnumbers,right,letter,T,1,0,1,0.940381
lettersnumbers,right,number,T,3,1,1,2.733159
lettersnumbers,left,number,G,2,0,1,0.895905
lettersnumbers,left,letter,C,2,1,1,2.985153
lettersnumbers,right,letter,I,4,0,1,2.389712
lettersnumbers,right,number,U,5,1,1,1.386451
lettersnumbers,left,number,A,1,0,1,0.583847
lettersnumbers,left,letter,T,6,1,1,7.029314
lettersnumbers,right,letter,C,5,0,1,0.853588
lettersnumbers,right,number,R,8,1,1,1.460318
lettersnumbers,left,number,A,3,0,1,0.686790
lettersnumbers,left,letter,G,6,1,1,2.750472
lettersnumbers,right,letter,T,6,0,1,1.028438
lettersnumbers,right,number,R,4,1,1,1.555396
lettersnumbers,left,number,U,4,0,1,2.205700
lettersnumbers,left,letter,U,1,1,1,2.728323
lettersnumbers,right,letter,U,4,0,1,0.561087
lettersnumbers,right,number,T,7,1,1,4.122503
lettersnumbers,left,number,A,2,0,1,0.669713
lettersnumbers,left,letter,I,5,1,1,1.407078
lettersnumbers,right,letter,R,2,0,1,0.712919
lettersnumbers,right,number,I,7,1,1,2.002162
lettersnumbers,left,number,G,3,0,1,0.777877
lettersnumbers,left,letter,U,7,1,1,0.911815
lettersnumbers,right,letter,E,3,0,1,0.718155
lettersnumbers,right,number,E,8,1,1,1.672427
lettersnumbers,left,number,G,5,0,1,1.055653
lettersnumbers,left,letter,I,4,1,1,3.111527
lettersnumbers,right,letter,E,8,0,1,0.697281
lettersnumbers,right,number,C,6,1,1,2.216927
lettersnumbers,left,number,I,3,0,1,0.786267
lettersnumbers,left,letter,A,8,1,1,1.560507
lettersnumbers,right,letter,C,5,0,1,0.736353
lettersnumbers,right,number,C,7,1,0,4.134383
lettersnumbers,left,number,R,1,0,1,0.000104
lettersnumbers,left,letter,A,8,1,0,0.119967
lettersnumbers,right,letter,G,1,0,1,3.734328
lettersnumbers,right,number,E,6,1,1,1.741406
lettersnumbers,left,number,E,2,0,1,0.773766
