GroupNum;GroupType;TypeTest;PartID;Partner;Round;Shape;KeyPressed;PositionItem;ChosenItem;ACC;Word;ID_CG;index;pair;distance
7;HT;block1_passive_exp;1;NA;0;6;NA;NA;NA;NA;anap;0;1;NA;NA
7;HT;block1_passive_exp;1;NA;0;7;NA;NA;NA;NA;aike;0;2;NA;NA
7;HT;block1_passive_exp;1;NA;0;2;NA;NA;NA;NA;kesip;0;3;NA;NA
7;HT;block1_passive_exp;1;NA;0;4;NA;NA;NA;NA;puak;0;4;NA;NA
7;HT;block1_passive_exp;1;NA;0;0;NA;NA;NA;NA;nusa;0;5;NA;NA
7;HT;block1_passive_exp;1;NA;0;3;NA;NA;NA;NA;esip;0;6;NA;NA
7;HT;block1_passive_exp;1;NA;0;1;NA;NA;NA;NA;nus;0;7;NA;NA
7;HT;block1_passive_exp;1;NA;0;5;NA;NA;NA;NA;nekuki;0;8;NA;NA
7;HT;block2_passive_exp;1;NA;0;4;NA;NA;NA;NA;puak;0;9;NA;NA
7;HT;block2_passive_exp;1;NA;0;2;NA;NA;NA;NA;kesip;0;10;NA;NA
7;HT;block2_passive_exp;1;NA;0;5;NA;NA;NA;NA;nekuki;0;11;NA;NA
7;HT;block2_passive_exp;1;NA;0;7;NA;NA;NA;NA;aike;0;12;NA;NA
7;HT;block2_passive_exp;1;NA;0;1;NA;NA;NA;NA;nus;0;13;NA;NA
7;HT;block2_passive_exp;1;NA;0;6;NA;NA;NA;NA;anap;0;14;NA;NA
7;HT;block2_passive_exp;1;NA;0;0;NA;NA;NA;NA;nusa;0;15;NA;NA
7;HT;block2_passive_exp;1;NA;0;3;NA;NA;NA;NA;esip;0;16;NA;NA
7;HT;testing_set;1;NA;0;5;NA;NA;NA;0;nu;0;17;NA;0.6667
7;HT;testing_set;1;NA;0;4;NA;NA;NA;0;n;0;18;NA;1
7;HT;testing_set;1;NA;0;2;NA;NA;NA;0;nu;0;19;NA;1
7;HT;testing_set;1;NA;0;7;NA;NA;NA;0;in;0;20;NA;0.75
7;HT;testing_set;1;NA;0;6;NA;NA;NA;0;n;0;21;NA;0.75
7;HT;testing_set;1;NA;0;0;NA;NA;NA;0;ui;0;22;NA;0.75
7;HT;testing_set;1;NA;0;3;NA;NA;NA;0;pui;0;23;NA;0.75
7;HT;testing_set;1;NA;0;1;NA;NA;NA;1;nus;0;24;NA;0
7;HT;final_testing;1;NA;0;0;NA;NA;NA;NA;nusu;0;169;NA;0
7;HT;final_testing;1;NA;0;5;NA;NA;NA;NA;neipe;0;170;NA;0.5
7;HT;final_testing;1;NA;0;1;NA;NA;NA;NA;nus;0;171;NA;0
7;HT;final_testing;1;NA;0;2;NA;NA;NA;NA;pine;0;172;NA;1
7;HT;final_testing;1;NA;0;3;NA;NA;NA;NA;epin;0;173;NA;0.5
7;HT;final_testing;1;NA;0;4;NA;NA;NA;NA;sinu;0;174;NA;1
7;HT;final_testing;1;NA;0;6;NA;NA;NA;NA;nesu;0;175;NA;1
7;HT;final_testing;1;NA;0;7;NA;NA;NA;NA;eipe;0;176;NA;0
7;HT;block1_passive_exp;2;NA;0;0;NA;NA;NA;NA;nusa;0;1;NA;NA
7;HT;block1_passive_exp;2;NA;0;2;NA;NA;NA;NA;kesip;0;2;NA;NA
7;HT;block1_passive_exp;2;NA;0;3;NA;NA;NA;NA;esip;0;3;NA;NA
7;HT;block1_passive_exp;2;NA;0;7;NA;NA;NA;NA;aike;0;4;NA;NA
7;HT;block1_passive_exp;2;NA;0;6;NA;NA;NA;NA;anap;0;5;NA;NA
7;HT;block1_passive_exp;2;NA;0;5;NA;NA;NA;NA;nekuki;0;6;NA;NA
7;HT;block1_passive_exp;2;NA;0;4;NA;NA;NA;NA;puak;0;7;NA;NA
7;HT;block1_passive_exp;2;NA;0;1;NA;NA;NA;NA;nus;0;8;NA;NA
