GroupNum;GroupType;TypeTest;PartID;Partner;Round;Shape;KeyPressed;PositionItem;ChosenItem;ACC;Word;ID_CG;index;pair;distance
5;HM;block1_passive_exp;1;NA;0;6;NA;NA;NA;NA;anap;0;1;NA;NA
5;HM;block1_passive_exp;1;NA;0;3;NA;NA;NA;NA;esip;0;2;NA;NA
5;HM;block1_passive_exp;1;NA;0;1;NA;NA;NA;NA;nus;0;3;NA;NA
5;HM;block1_passive_exp;1;NA;0;0;NA;NA;NA;NA;nusa;0;4;NA;NA
5;HM;block1_passive_exp;1;NA;0;7;NA;NA;NA;NA;aike;0;5;NA;NA
5;HM;block1_passive_exp;1;NA;0;2;NA;NA;NA;NA;kesip;0;6;NA;NA
5;HM;block1_passive_exp;1;NA;0;5;NA;NA;NA;NA;nekuki;0;7;NA;NA
5;HM;block1_passive_exp;1;NA;0;4;NA;NA;NA;NA;puak;0;8;NA;NA
5;HM;block2_passive_exp;1;NA;0;7;NA;NA;NA;NA;aike;0;9;NA;NA
5;HM;block2_passive_exp;1;NA;0;5;NA;NA;NA;NA;nekuki;0;10;NA;NA
5;HM;block2_passive_exp;1;NA;0;2;NA;NA;NA;NA;kesip;0;11;NA;NA
5;HM;block2_passive_exp;1;NA;0;0;NA;NA;NA;NA;nusa;0;12;NA;NA
5;HM;block2_passive_exp;1;NA;0;1;NA;NA;NA;NA;nus;0;13;NA;NA
5;HM;block2_passive_exp;1;NA;0;4;NA;NA;NA;NA;puak;0;14;NA;NA
5;HM;block2_passive_exp;1;NA;0;3;NA;NA;NA;NA;esip;0;15;NA;NA
5;HM;block2_passive_exp;1;NA;0;6;NA;NA;NA;NA;anap;0;16;NA;NA
5;HM;testing_set;1;NA;0;1;NA;NA;NA;1;nus;0;17;NA;NA
5;HM;testing_set;1;NA;0;5;NA;NA;NA;1;nekuki;0;18;NA;NA
5;HM;testing_set;1;NA;0;3;NA;NA;NA;1;esip;0;19;NA;NA
5;HM;testing_set;1;NA;0;4;NA;NA;NA;1;kuak;0;20;NA;NA
5;HM;testing_set;1;NA;0;0;NA;NA;NA;1;nusa;0;21;NA;NA
5;HM;testing_set;1;NA;0;7;NA;NA;NA;1;aike;0;22;NA;NA
5;HM;testing_set;1;NA;0;6;NA;NA;NA;1;anap;0;23;NA;NA
5;HM;testing_set;1;NA;0;2;NA;NA;NA;1;kesip;0;24;NA;NA
5;HM;final_testing;1;NA;0;3;NA;NA;NA;NA;esip;0;169;NA;NA
5;HM;final_testing;1;NA;0;0;NA;NA;NA;NA;nusa;0;170;NA;NA
5;HM;final_testing;1;NA;0;2;NA;NA;NA;NA;kesip;0;171;NA;NA
5;HM;final_testing;1;NA;0;1;NA;NA;NA;NA;nus;0;172;NA;NA
5;HM;final_testing;1;NA;0;4;NA;NA;NA;NA;puak;0;173;NA;NA
5;HM;final_testing;1;NA;0;5;NA;NA;NA;NA;nekuki;0;174;NA;NA
