GroupNum;GroupType;TypeTest;PartID;Partner;Round;Shape;KeyPressed;PositionItem;ChosenItem;ACC;Word;ID_CG;index;pair;distance
6;HT;block1_passive_exp;1;NA;0;5;NA;NA;NA;NA;nekuki;0;1;NA;NA
6;HT;block1_passive_exp;1;NA;0;7;NA;NA;NA;NA;aike;0;2;NA;NA
6;HT;block1_passive_exp;1;NA;0;6;NA;NA;NA;NA;anap;0;3;NA;NA
6;HT;block1_passive_exp;1;NA;0;4;NA;NA;NA;NA;puak;0;4;NA;NA
6;HT;block1_passive_exp;1;NA;0;0;NA;NA;NA;NA;nusa;0;5;NA;NA
6;HT;block1_passive_exp;1;NA;0;2;NA;NA;NA;NA;kesip;0;6;NA;NA
6;HT;block1_passive_exp;1;NA;0;3;NA;NA;NA;NA;esip;0;7;NA;NA
6;HT;block1_passive_exp;1;NA;0;1;NA;NA;NA;NA;nus;0;8;NA;NA
6;HT;block2_passive_exp;1;NA;0;0;NA;NA;NA;NA;nusa;0;9;NA;NA
6;HT;block2_passive_exp;1;NA;0;7;NA;NA;NA;NA;aike;0;10;NA;NA
6;HT;block2_passive_exp;1;NA;0;1;NA;NA;NA;NA;nus;0;11;NA;NA
6;HT;block2_passive_exp;1;NA;0;4;NA;NA;NA;NA;puak;0;12;NA;NA
6;HT;block2_passive_exp;1;NA;0;3;NA;NA;NA;NA;esip;0;13;NA;NA
6;HT;block2_passive_exp;1;NA;0;5;NA;NA;NA;NA;nekuki;0;14;NA;NA
6;HT;block2_passive_exp;1;NA;0;6;NA;NA;NA;NA;anap;0;15;NA;NA
6;HT;block2_passive_exp;1;NA;0;2;NA;NA;NA;NA;kesip;0;16;NA;NA
6;HT;testing_set;1;NA;0;4;NA;NA;NA;0;nesupi;0;17;NA;0.83
6;HT;testing_set;1;NA;0;5;NA;NA;NA;0;senui;0;18;NA;0.2
6;HT;testing_set;1;NA;0;1;NA;NA;NA;1;nus;0;19;NA;0
6;HT;testing_set;1;NA;0;6;NA;NA;NA;1;enep;0;20;NA;0
6;HT;testing_set;1;NA;0;0;NA;NA;NA;1;nusi;0;21;NA;0
6;HT;testing_set;1;NA;0;7;NA;NA;NA;0;esei;0;22;NA;0.5
6;HT;testing_set;1;NA;0;3;NA;NA;NA;0;;0;23;NA;NA
6;HT;testing_set;1;NA;0;2;NA;NA;NA;0;nuis;0;24;NA;0.75
6;HT;final_testing;1;NA;0;6;NA;NA;NA;NA;enep;0;169;NA;0
6;HT;final_testing;1;NA;0;7;NA;NA;NA;NA;eipi;0;170;NA;0.25
6;HT;final_testing;1;NA;0;1;NA;NA;NA;NA;nuse;0;171;NA;0.25
6;HT;final_testing;1;NA;0;3;NA;NA;NA;NA;epui;0;172;NA;0.75
6;HT;final_testing;1;NA;0;0;NA;NA;NA;NA;nus;0;173;NA;0
6;HT;final_testing;1;NA;0;2;NA;NA;NA;NA;puise;0;174;NA;0.8
6;HT;final_testing;1;NA;0;4;NA;NA;NA;NA;epei;0;175;NA;0.75
6;HT;final_testing;1;NA;0;5;NA;NA;NA;NA;pepupi;0;176;NA;0.17
6;HT;block1_passive_exp;2;NA;0;3;NA;NA;NA;NA;esip;0;1;NA;NA
6;HT;block1_passive_exp;2;NA;0;1;NA;NA;NA;NA;nus;0;2;NA;NA
6;HT;block1_passive_exp;2;NA;0;0;NA;NA;NA;NA;nusa;0;3;NA;NA
6;HT;block1_passive_exp;2;NA;0;6;NA;NA;NA;NA;anap;0;4;NA;NA
6;HT;block1_passive_exp;2;NA;0;4;NA;NA;NA;NA;puak;0;5;NA;NA
6;HT;block1_passive_exp;2;NA;0;5;NA;NA;NA;NA;nekuki;0;6;NA;NA
6;HT;block1_passive_exp;2;NA;0;2;NA;NA;NA;NA;kesip;0;7;NA;NA
6;HT;block1_passive_exp;2;NA;0;7;NA;NA;NA;NA;aike;0;8;NA;NA
6;HT;block2_passive_exp;2;NA;0;1;NA;NA;NA;NA;nus;0;9;NA;NA
6;HT;block2_passive_exp;2;NA;0;7;NA;NA;NA;NA;aike;0;10;NA;NA
6;HT;block2_passive_exp;2;NA;0;4;NA;NA;NA;NA;puak;0;11;NA;NA
6;HT;block2_passive_exp;2;NA;0;5;NA;NA;NA;NA;nekuki;0;12;NA;NA
6;HT;block2_passive_exp;2;NA;0;2;NA;NA;NA;NA;kesip;0;13;NA;NA
6;HT;block2_passive_exp;2;NA;0;6;NA;NA;NA;NA;anap;0;14;NA;NA
6;HT;block2_passive_exp;2;NA;0;0;NA;NA;NA;NA;nusa;0;15;NA;NA
6;HT;block2_passive_exp;2;NA;0;3;NA;NA;NA;NA;esip;0;16;NA;NA
6;HT;testing_set;2;NA;0;1;NA;NA;NA;0;nun;0;17;NA;NA
6;HT;testing_set;2;NA;0;3;NA;NA;NA;1;esip;0;18;NA;NA
6;HT;testing_set;2;NA;0;4;NA;NA;NA;1;puak;0;19;NA;NA
6;HT;testing_set;2;NA;0;0;NA;NA;NA;1;nusa;0;20;NA;NA
6;HT;testing_set;2;NA;0;5;NA;NA;NA;1;nekuki;0;21;NA;NA
6;HT;testing_set;2;NA;0;2;NA;NA;NA;1;kesip;0;22;NA;NA
6;HT;testing_set;2;NA;0;7;NA;NA;NA;1;aike;0;23;NA;NA
6;HT;testing_set;2;NA;0;6;NA;NA;NA;1;anap;0;24;NA;NA
6;HT;final_testing;2;NA;0;5;NA;NA;NA;NA;nekuki;0;169;NA;NA
6;HT;final_testing;2;NA;0;6;NA;NA;NA;NA;anap;0;170;NA;NA
6;HT;final_testing;2;NA;0;1;NA;NA;NA;NA;nan;0;171;NA;NA
6;HT;final_testing;2;NA;0;7;NA;NA;NA;NA;aike;0;172;NA;NA
6;HT;final_testing;2;NA;0;4;NA;NA;NA;NA;puak;0;173;NA;NA
6;HT;final_testing;2;NA;0;0;NA;NA;NA;NA;nusa;0;174;NA;NA
6;HT;final_testing;2;NA;0;2;NA;NA;NA;NA;kesip;0;175;NA;NA
6;HT;final_testing;2;NA;0;3;NA;NA;NA;NA;seki;0;176;NA;NA
6;HT;block1_passive_exp;3;NA;0;1;NA;NA;NA;NA;nus;0;1;NA;NA
6;HT;block1_passive_exp;3;NA;0;4;NA;NA;NA;NA;puak;0;2;NA;NA
6;HT;block1_passive_exp;3;NA;0;6;NA;NA;NA;NA;anap;0;3;NA;NA
6;HT;block1_passive_exp;3;NA;0;7;NA;NA;NA;NA;aike;0;4;NA;NA
6;HT;block1_passive_exp;3;NA;0;3;NA;NA;NA;NA;esip;0;5;NA;NA
6;HT;block1_passive_exp;3;NA;0;5;NA;NA;NA;NA;nekuki;0;6;NA;NA
6;HT;block1_passive_exp;3;NA;0;0;NA;NA;NA;NA;nusa;0;7;NA;NA
6;HT;block1_passive_exp;3;NA;0;2;NA;NA;NA;NA;kesip;0;8;NA;NA
6;HT;block2_passive_exp;3;NA;0;1;NA;NA;NA;NA;nus;0;9;NA;NA
6;HT;block2_passive_exp;3;NA;0;6;NA;NA;NA;NA;anap;0;10;NA;NA
6;HT;block2_passive_exp;3;NA;0;3;NA;NA;NA;NA;esip;0;11;NA;NA
6;HT;block2_passive_exp;3;NA;0;0;NA;NA;NA;NA;nusa;0;12;NA;NA
