"PartID","GroupNum","prosoc","Game","Age","Gender","invefi","difference","diff_norm"
1,2,3.8125,3,36,"M",2.56040455418381,0.849291681318681,0.391622916070582
2,2,3.625,3,28,"F",1.50594586734694,0.0467100714285713,0.043349724631494
3,2,1.8125,3,18,"M",2.58361085872576,1.92991484210526,0.56440362738377
4,2,3.625,3,19,"M",2.33682742976067,-0.010674369747899,-0.00591316377137012
