"PartID","GroupNum","prosoc","Game","Age","Gender","invefi","difference","diff_norm"
1,6,4.3125,3,22,"F",1.20349875,0.3545119,0.256752267437511
2,6,3.8125,3,20,"M",1.271623875,0.44257795,0.296452636200432
3,6,3.875,3,28,"M",1.591686875,0.42226765,0.234226093587676
4,6,3.75,3,23,"F",1.68984657414171,0.612391311764706,0.323310004401523
