"PartID","GroupNum","prosoc","Game","Age","Gender","invefi","difference","diff_norm"
1,5,3.625,1,20,"F",1.38683772096421,0.405251079411765,0.269829284889773
2,5,4.125,3,22,"F",2.09021352941176,0.383690472222222,0.193801492602629
3,5,3.4375,2,20,"F",1.52401504155125,0.211090578947368,0.135892926408201
4,5,3.5625,3,27,"F",1.34632379501385,0.869362111111111,0.500621229009387
