"PartID","GroupNum","prosoc","Game","Age","Gender","invefi","difference","diff_norm"
1,1,3.125,3,27,"M",2.29818491428571,0.971197888888889,0.386872088898272
2,1,3.125,3,21,"M",1.27536955441928,0.243965441520468,0.186947215791292
3,1,3.5625,3,24,"F",1.0609911,0.4384726,0.342495872217701
4,1,4.0625,3,26,"F",1.25103533516988,0.342920297794118,0.283695919837786
