"PartID","GroupNum","prosoc","Game","Age","Gender","invefi","difference","diff_norm"
1,7,3.625,3,28,"F",1.30701735691988,0.53755337394958,0.411059703664072
2,7,3.875,3,32,"F",1.18670235371466,0.671158789473684,0.447075932022532
3,7,4,3,29,"M",2.45632462222222,0.932106914027149,0.393221487340991
4,7,3.5,3,24,"M",1.72756548476454,0.322587368421053,0.178968536844408
