"PartID","GroupNum","prosoc","Game","Age","Gender","invefi","difference","diff_norm"
1,6,4.3125,3,31,"F",2.37730612244898,0.518977615131579,0.219731328285944
2,6,3.625,3,25,"F",1.49271950138504,0.656823722222222,0.37239544584227
3,6,3.8125,1,21,"F",1.3523495567867,0.575957405555555,0.362723832690216
4,6,4.0625,3,22,"F",3.32410857560263,0.968010792397661,0.271008231039125
