"PartID","GroupNum","prosoc","Game","Age","Gender","invefi","difference","diff_norm"
1,4,3.75,3,20,"F",1.22864145,0.6535986,0.42020154094587
2,4,3.9375,3,25,"F",1.70134046022354,0.854538028947369,0.407498884387957
3,4,4.4375,3,20,"F",1.50177357001972,0.488562813157895,0.284913777664336
4,4,3.8125,3,20,"F",1.66952796734694,0.582439173202614,0.330860454480975
