"PartID","GroupNum","prosoc","Game","Age","Gender","invefi","difference","diff_norm"
1,2,4.375,3,25,"F",1.26758525,0.8274277,0.49213593226809
2,2,3.3125,3,24,"F",1.6480909,1.4499907,0.611014749253214
3,2,3.4375,2,24,"F",1.549975,0.489302,0.272648451543664
4,2,3.125,3,29,"M",2.1812858122449,0.204806601973684,0.101399154664372
