"PartID","GroupNum","prosoc","Game","Age","Gender","invefi","difference","diff_norm"
1,5,3.9375,3,31,"F",3.14502375,0.22799453968254,0.0862222430879766
2,5,4.4375,3,19,"F",2.30978806244261,0.534599722222222,0.243312308861252
3,5,3.8125,3,27,"M",1.55039487654321,0.758230928792569,0.422287422906669
4,5,3.9375,3,19,"F",2.4596608033241,2.03393910526316,0.606485689680924
