"PartID","GroupNum","prosoc","Game","Age","Gender","invefi","difference","diff_norm"
1,3,4.125,3,32,"F",1.32238670360111,0.515465157894737,0.340465770022449
2,3,3.75,5,19,"F",1.7440286,1.0578525,0.465408496785583
3,3,4.0625,3,19,"M",1.34455065010957,0.828814678362573,0.496499306919634
4,3,4.125,3,23,"F",1.39863581854043,0.361103921052632,0.233143034989901
