"PartID","GroupNum","prosoc","Game","Age","Gender","invefi","difference","diff_norm"
1,7,3.1875,3,20,"M",1.55064525,0.4776876,0.266940778430581
2,7,3.5,2,21,"F",1.416656575,0.77125975,0.427934055654694
3,7,3.8125,3,30,"M",1.26944432132964,0.789338311111111,0.499622570723647
4,7,1.9375,3,30,"F",1.66958740302433,1.12838447105263,0.51138961585905
