BlockName, StimPos, tasktype, letterstim, numberstim, switch, acc, time
letters,right,letter,U,1,1,1,3.737586
letters,left,letter,E,4,0,1,1.923617
letters,right,letter,T,6,0,1,1.131961
letters,left,letter,G,3,0,1,0.967463
letters,right,letter,R,1,0,1,0.847637
letters,left,letter,T,2,0,1,0.663909
letters,right,letter,E,1,0,1,0.850921
letters,left,letter,R,1,0,1,0.628242
letters,right,letter,U,4,0,1,0.648224
letters,left,letter,E,8,0,1,0.834040
letters,right,letter,U,5,0,1,0.865050
letters,left,letter,E,2,0,1,0.585301
letters,right,letter,C,5,0,1,0.677468
letters,left,letter,E,7,0,1,0.831093
letters,right,letter,U,3,0,1,1.232141
letters,left,letter,R,5,0,1,0.615130
letters,right,letter,A,7,0,1,1.253368
letters,left,letter,G,2,0,1,0.908932
letters,right,letter,C,8,0,1,0.950481
letters,left,letter,T,6,0,1,0.885244
letters,right,letter,R,4,0,1,0.908340
letters,left,letter,G,6,0,1,0.804781
letters,right,letter,C,3,0,0,0.801729
letters,left,letter,R,2,0,1,0.000115
letters,right,letter,I,2,0,1,2.956785
letters,left,letter,I,7,0,1,0.666452
letters,right,letter,C,3,0,1,1.202633
letters,left,letter,G,6,0,1,0.796419
letters,right,letter,T,8,0,1,0.672979
letters,left,letter,T,5,0,1,0.571043
letters,right,letter,I,1,0,1,0.930739
letters,left,letter,A,4,0,1,1.238186
letters,right,letter,G,8,0,1,0.851847
letters,left,letter,I,6,0,1,3.901066
letters,right,letter,A,3,0,1,0.736575
letters,left,letter,A,4,0,1,0.478236
letters,right,letter,C,8,0,1,0.662411
letters,left,letter,U,7,0,1,0.809493
letters,right,letter,A,5,0,1,0.709207
letters,left,letter,I,7,0,1,0.526287
numbers,right,number,C,6,1,1,2.043660
numbers,left,number,R,3,0,1,0.730041
numbers,right,number,T,1,0,1,1.639205
numbers,left,number,T,2,0,1,0.713239
numbers,right,number,T,5,0,1,0.810437
numbers,left,number,A,6,0,1,0.849364
numbers,right,number,E,1,0,1,2.282714
numbers,left,number,C,5,0,1,0.913312
numbers,right,number,I,2,0,1,0.824379
numbers,left,number,G,3,0,1,0.677583
numbers,right,number,R,5,0,1,0.838023
numbers,left,number,A,8,0,1,0.810729
numbers,right,number,G,1,0,1,0.588830
numbers,left,number,T,4,0,1,0.751627
numbers,right,number,U,4,0,1,0.765846
numbers,left,number,U,4,0,1,0.542924
numbers,right,number,U,1,0,1,0.599940
numbers,left,number,E,6,0,1,0.915312
numbers,right,number,A,5,0,1,0.613243
numbers,left,number,E,4,0,1,0.630119
numbers,right,number,C,8,0,1,1.048936
numbers,left,number,I,3,0,1,0.553545
numbers,right,number,U,7,0,1,0.990943
numbers,left,number,A,8,0,1,0.706989
numbers,right,number,E,2,0,1,1.055630
numbers,left,number,I,6,0,1,0.629172
numbers,right,number,C,2,0,1,0.480661
numbers,left,number,C,8,0,1,0.471223
numbers,right,number,U,7,0,1,0.612096
numbers,left,number,I,6,0,1,0.850306
numbers,right,number,G,7,0,1,0.906934
numbers,left,number,R,1,0,1,1.401451
numbers,right,number,E,3,0,1,1.344917
numbers,left,number,A,7,0,1,0.720181
numbers,right,number,T,3,0,1,0.829608
numbers,left,number,I,4,0,1,0.802455
numbers,right,number,G,5,0,1,1.612604
numbers,left,number,G,2,0,1,1.621914
numbers,right,number,R,8,0,1,0.851048
numbers,left,number,R,7,0,1,0.576874
lettersnumbers,left,letter,R,7,1,1,2.902736
lettersnumbers,right,letter,T,1,0,1,0.756963
lettersnumbers,right,number,T,3,1,1,1.744265
lettersnumbers,left,number,G,2,0,1,1.104383
lettersnumbers,left,letter,C,2,1,1,1.664905
lettersnumbers,right,letter,I,4,0,1,0.885060
lettersnumbers,right,number,U,5,1,1,2.223397
lettersnumbers,left,number,A,1,0,1,3.085417
lettersnumbers,left,letter,T,6,1,1,1.514858
lettersnumbers,right,letter,C,5,0,1,1.150200
lettersnumbers,right,number,R,8,1,1,1.692426
lettersnumbers,left,number,A,3,0,1,1.120460
lettersnumbers,left,letter,G,6,1,1,1.959145
lettersnumbers,right,letter,T,6,0,1,0.518463
lettersnumbers,right,number,R,4,1,1,1.077117
lettersnumbers,left,number,U,4,0,1,0.607298
lettersnumbers,left,letter,U,1,1,1,1.593227
lettersnumbers,right,letter,U,4,0,1,0.518135
lettersnumbers,right,number,T,7,1,1,1.481270
lettersnumbers,left,number,A,2,0,1,0.852767
lettersnumbers,left,letter,I,5,1,1,8.320654
lettersnumbers,right,letter,R,2,0,1,0.627713
lettersnumbers,right,number,I,7,1,1,1.252117
lettersnumbers,left,number,G,3,0,1,1.108299
lettersnumbers,left,letter,U,7,1,1,1.403875
lettersnumbers,right,letter,E,3,0,1,0.698854
lettersnumbers,right,number,E,8,1,1,0.976629
lettersnumbers,left,number,G,5,0,1,0.617673
lettersnumbers,left,letter,I,4,1,1,1.086347
lettersnumbers,right,letter,E,8,0,1,0.637275
lettersnumbers,right,number,C,6,1,1,0.921152
lettersnumbers,left,number,I,3,0,1,0.641702
lettersnumbers,left,letter,A,8,1,1,1.433577
lettersnumbers,right,letter,C,5,0,1,1.102721
lettersnumbers,right,number,C,7,1,1,3.712978
lettersnumbers,left,number,R,1,0,1,1.105469
lettersnumbers,left,letter,A,8,1,1,9.456045
lettersnumbers,right,letter,G,1,0,1,0.683334
lettersnumbers,right,number,E,6,1,1,1.045005
lettersnumbers,left,number,E,2,0,1,0.639725
