BlockName, StimPos, tasktype, letterstim, numberstim, switch, acc, time
letters,right,letter,U,1,1,1,2.206379
letters,left,letter,E,4,0,1,2.027684
letters,right,letter,T,6,0,1,0.919914
letters,left,letter,G,3,0,1,0.739778
letters,right,letter,R,1,0,1,0.794771
letters,left,letter,T,2,0,1,0.767216
letters,right,letter,E,1,0,1,0.611953
letters,left,letter,R,1,0,1,0.669434
letters,right,letter,U,4,0,1,1.028934
letters,left,letter,E,8,0,1,0.983382
letters,right,letter,U,5,0,1,0.681179
letters,left,letter,E,2,0,1,0.993297
letters,right,letter,C,5,0,1,1.089861
letters,left,letter,E,7,0,1,0.715066
letters,right,letter,U,3,0,1,0.945081
letters,left,letter,R,5,0,1,0.594676
letters,right,letter,A,7,0,1,0.962327
letters,left,letter,G,2,0,1,0.718892
letters,right,letter,C,8,0,1,1.713057
letters,left,letter,T,6,0,1,0.607701
letters,right,letter,R,4,0,1,1.114695
letters,left,letter,G,6,0,1,0.872829
letters,right,letter,C,3,0,1,0.743598
letters,left,letter,R,2,0,1,0.623156
letters,right,letter,I,2,0,1,0.785964
letters,left,letter,I,7,0,1,0.714305
letters,right,letter,C,3,0,1,0.628574
letters,left,letter,G,6,0,1,0.588595
letters,right,letter,T,8,0,1,0.993336
letters,left,letter,T,5,0,1,0.643436
letters,right,letter,I,1,0,1,0.849370
letters,left,letter,A,4,0,0,0.508245
letters,right,letter,G,8,0,0,0.000124
letters,left,letter,I,6,0,1,0.000105
letters,right,letter,A,3,0,1,2.444968
letters,left,letter,A,4,0,1,0.718834
letters,right,letter,C,8,0,1,0.747388
letters,left,letter,U,7,0,1,0.769345
letters,right,letter,A,5,0,1,0.604694
letters,left,letter,I,7,0,1,0.648335
numbers,right,number,C,6,1,0,5.532786
numbers,left,number,R,3,0,0,0.000119
numbers,right,number,T,1,0,1,1.522411
numbers,left,number,T,2,0,1,0.727229
numbers,right,number,T,5,0,1,1.137647
numbers,left,number,A,6,0,1,0.644380
numbers,right,number,E,1,0,1,0.816995
numbers,left,number,C,5,0,0,0.724511
numbers,right,number,I,2,0,1,0.925359
numbers,left,number,G,3,0,1,0.502216
numbers,right,number,R,5,0,0,0.422533
numbers,left,number,A,8,0,1,1.396307
numbers,right,number,G,1,0,1,0.590389
numbers,left,number,T,4,0,1,0.708023
numbers,right,number,U,4,0,1,0.592677
numbers,left,number,U,4,0,1,0.421920
numbers,right,number,U,1,0,1,0.576138
numbers,left,number,E,6,0,1,0.493217
numbers,right,number,A,5,0,1,0.512898
numbers,left,number,E,4,0,1,0.529028
numbers,right,number,C,8,0,1,0.495328
numbers,left,number,I,3,0,1,0.503920
numbers,right,number,U,7,0,0,0.412825
numbers,left,number,A,8,0,1,1.181009
numbers,right,number,E,2,0,1,0.599057
numbers,left,number,I,6,0,1,0.487642
numbers,right,number,C,2,0,1,0.444946
numbers,left,number,C,8,0,1,0.415088
numbers,right,number,U,7,0,0,0.426188
numbers,left,number,I,6,0,1,0.979153
numbers,right,number,G,7,0,1,0.545956
numbers,left,number,R,1,0,1,0.749710
numbers,right,number,E,3,0,1,0.662827
numbers,left,number,A,7,0,1,0.697296
numbers,right,number,T,3,0,1,0.559057
numbers,left,number,I,4,0,1,0.725944
numbers,right,number,G,5,0,1,1.830401
numbers,left,number,G,2,0,1,0.852452
numbers,right,number,R,8,0,1,0.788909
numbers,left,number,R,7,0,1,0.575880
lettersnumbers,left,letter,R,7,1,1,4.006370
lettersnumbers,right,letter,T,1,0,1,2.611035
lettersnumbers,right,number,T,3,1,1,2.037440
lettersnumbers,left,number,G,2,0,1,1.268225
lettersnumbers,left,letter,C,2,1,1,2.253190
lettersnumbers,right,letter,I,4,0,1,1.721948
lettersnumbers,right,number,U,5,1,1,2.192746
lettersnumbers,left,number,A,1,0,1,0.949143
lettersnumbers,left,letter,T,6,1,0,0.965846
lettersnumbers,right,letter,C,5,0,1,8.254194
lettersnumbers,right,number,R,8,1,1,1.829921
lettersnumbers,left,number,A,3,0,1,0.961072
lettersnumbers,left,letter,G,6,1,1,2.587066
lettersnumbers,right,letter,T,6,0,1,1.124039
lettersnumbers,right,number,R,4,1,1,0.946492
lettersnumbers,left,number,U,4,0,1,1.202871
lettersnumbers,left,letter,U,1,1,0,3.283287
lettersnumbers,right,letter,U,4,0,1,1.767217
lettersnumbers,right,number,T,7,1,1,1.353003
lettersnumbers,left,number,A,2,0,1,0.654542
lettersnumbers,left,letter,I,5,1,1,2.293108
lettersnumbers,right,letter,R,2,0,1,0.697822
lettersnumbers,right,number,I,7,1,0,1.090624
lettersnumbers,left,number,G,3,0,1,7.333262
lettersnumbers,left,letter,U,7,1,0,8.256087
lettersnumbers,right,letter,E,3,0,0,2.487487
lettersnumbers,right,number,E,8,1,1,1.698015
lettersnumbers,left,number,G,5,0,1,0.723124
lettersnumbers,left,letter,I,4,1,1,1.144704
lettersnumbers,right,letter,E,8,0,1,0.930389
lettersnumbers,right,number,C,6,1,1,2.084388
lettersnumbers,left,number,I,3,0,1,1.047576
lettersnumbers,left,letter,A,8,1,1,3.685393
lettersnumbers,right,letter,C,5,0,1,0.674393
lettersnumbers,right,number,C,7,1,1,1.288338
lettersnumbers,left,number,R,1,0,1,1.382456
lettersnumbers,left,letter,A,8,1,1,1.686944
lettersnumbers,right,letter,G,1,0,1,0.553480
lettersnumbers,right,number,E,6,1,1,1.229775
lettersnumbers,left,number,E,2,0,1,0.628197
