GroupNum;GroupType;TypeTest;PartID;Partner;Round;Shape;KeyPressed;PositionItem;ChosenItem;ACC;Word;ID_CG;index;pair
4;HT;block1_passive_exp;1;NA;0;1;NA;NA;NA;NA;nus;0;1;NA
4;HT;block1_passive_exp;1;NA;0;6;NA;NA;NA;NA;anap;0;2;NA
4;HT;block1_passive_exp;1;NA;0;5;NA;NA;NA;NA;nekuki;0;3;NA
4;HT;block1_passive_exp;1;NA;0;4;NA;NA;NA;NA;puak;0;4;NA
4;HT;block1_passive_exp;1;NA;0;7;NA;NA;NA;NA;aike;0;5;NA
4;HT;block1_passive_exp;1;NA;0;0;NA;NA;NA;NA;nusa;0;6;NA
4;HT;block1_passive_exp;1;NA;0;2;NA;NA;NA;NA;kesip;0;7;NA
4;HT;block1_passive_exp;1;NA;0;3;NA;NA;NA;NA;esip;0;8;NA
4;HT;block2_passive_exp;1;NA;0;3;NA;NA;NA;NA;esip;0;9;NA
4;HT;block2_passive_exp;1;NA;0;0;NA;NA;NA;NA;nusa;0;10;NA
4;HT;block2_passive_exp;1;NA;0;2;NA;NA;NA;NA;kesip;0;11;NA
4;HT;block2_passive_exp;1;NA;0;5;NA;NA;NA;NA;nekuki;0;12;NA
4;HT;block2_passive_exp;1;NA;0;7;NA;NA;NA;NA;aike;0;13;NA
4;HT;block2_passive_exp;1;NA;0;4;NA;NA;NA;NA;puak;0;14;NA
4;HT;block2_passive_exp;1;NA;0;1;NA;NA;NA;NA;nus;0;15;NA
4;HT;block2_passive_exp;1;NA;0;6;NA;NA;NA;NA;anap;0;16;NA
4;HT;testing_set;1;NA;0;5;NA;NA;NA;1;neui;0;17;NA
4;HT;testing_set;1;NA;0;6;NA;NA;NA;1;np;0;18;NA
4;HT;testing_set;1;NA;0;1;NA;NA;NA;1;nus;0;19;NA
4;HT;testing_set;1;NA;0;0;NA;NA;NA;0;ns;0;20;NA
4;HT;testing_set;1;NA;0;7;NA;NA;NA;1;ie;0;21;NA
4;HT;testing_set;1;NA;0;4;NA;NA;NA;0;pien;0;22;NA
4;HT;testing_set;1;NA;0;2;NA;NA;NA;0;esis;0;23;NA
4;HT;testing_set;1;NA;0;3;NA;NA;NA;0;nesis;0;24;NA
4;HT;final_testing;1;NA;0;0;NA;NA;NA;NA;ienies;0;169;NA
4;HT;final_testing;1;NA;0;2;NA;NA;NA;NA;inus;0;170;NA
4;HT;final_testing;1;NA;0;3;NA;NA;NA;NA;uinus;0;171;NA
4;HT;final_testing;1;NA;0;4;NA;NA;NA;NA;pieu;0;172;NA
4;HT;final_testing;1;NA;0;1;NA;NA;NA;NA;nus;0;173;NA
4;HT;final_testing;1;NA;0;5;NA;NA;NA;NA;nepupi;0;174;NA
4;HT;final_testing;1;NA;0;6;NA;NA;NA;NA;enep;0;175;NA
4;HT;final_testing;1;NA;0;7;NA;NA;NA;NA;inp;0;176;NA
4;HT;block1_passive_exp;2;NA;0;5;NA;NA;NA;NA;nekuki;0;1;NA
4;HT;block1_passive_exp;2;NA;0;0;NA;NA;NA;NA;nusa;0;2;NA
4;HT;block1_passive_exp;2;NA;0;6;NA;NA;NA;NA;anap;0;3;NA
4;HT;block1_passive_exp;2;NA;0;4;NA;NA;NA;NA;puak;0;4;NA
4;HT;block1_passive_exp;2;NA;0;1;NA;NA;NA;NA;nus;0;5;NA
4;HT;block1_passive_exp;2;NA;0;7;NA;NA;NA;NA;aike;0;6;NA
4;HT;block1_passive_exp;2;NA;0;2;NA;NA;NA;NA;kesip;0;7;NA
4;HT;block1_passive_exp;2;NA;0;3;NA;NA;NA;NA;esip;0;8;NA
4;HT;block2_passive_exp;2;NA;0;6;NA;NA;NA;NA;anap;0;9;NA
4;HT;block2_passive_exp;2;NA;0;5;NA;NA;NA;NA;nekuki;0;10;NA
4;HT;block2_passive_exp;2;NA;0;4;NA;NA;NA;NA;puak;0;11;NA
4;HT;block2_passive_exp;2;NA;0;7;NA;NA;NA;NA;aike;0;12;NA
4;HT;block2_passive_exp;2;NA;0;1;NA;NA;NA;NA;nus;0;13;NA
4;HT;block2_passive_exp;2;NA;0;2;NA;NA;NA;NA;kesip;0;14;NA
4;HT;block2_passive_exp;2;NA;0;3;NA;NA;NA;NA;esip;0;15;NA
4;HT;block2_passive_exp;2;NA;0;0;NA;NA;NA;NA;nusa;0;16;NA
4;HT;testing_set;2;NA;0;6;NA;NA;NA;0;asap;0;17;NA
4;HT;testing_set;2;NA;0;7;NA;NA;NA;0;puak;0;18;NA
4;HT;testing_set;2;NA;0;1;NA;NA;NA;0;nup;0;19;NA
4;HT;testing_set;2;NA;0;5;NA;NA;NA;0;puak;0;20;NA
4;HT;testing_set;2;NA;0;2;NA;NA;NA;1;kesip;0;21;NA
4;HT;testing_set;2;NA;0;4;NA;NA;NA;1;puak;0;22;NA
4;HT;testing_set;2;NA;0;3;NA;NA;NA;1;esip;0;23;NA
4;HT;testing_set;2;NA;0;0;NA;NA;NA;0;nuki;0;24;NA
4;HT;final_testing;2;NA;0;2;NA;NA;NA;NA;kessip;0;169;NA
4;HT;final_testing;2;NA;0;1;NA;NA;NA;NA;nup;0;170;NA
4;HT;final_testing;2;NA;0;6;NA;NA;NA;NA;asap;0;171;NA
4;HT;final_testing;2;NA;0;4;NA;NA;NA;NA;puak;0;172;NA
4;HT;final_testing;2;NA;0;3;NA;NA;NA;NA;pieu;0;173;NA
4;HT;final_testing;2;NA;0;7;NA;NA;NA;NA;aike;0;174;NA
4;HT;final_testing;2;NA;0;0;NA;NA;NA;NA;inus;0;175;NA
4;HT;final_testing;2;NA;0;5;NA;NA;NA;NA;nepupi;0;176;NA
4;HT;block1_passive_exp;3;NA;0;3;NA;NA;NA;NA;esip;0;1;NA
4;HT;block1_passive_exp;3;NA;0;1;NA;NA;NA;NA;nus;0;2;NA
4;HT;block1_passive_exp;3;NA;0;0;NA;NA;NA;NA;nusa;0;3;NA
4;HT;block1_passive_exp;3;NA;0;6;NA;NA;NA;NA;anap;0;4;NA
4;HT;block1_passive_exp;3;NA;0;4;NA;NA;NA;NA;puak;0;5;NA
4;HT;block1_passive_exp;3;NA;0;5;NA;NA;NA;NA;nekuki;0;6;NA
4;HT;block1_passive_exp;3;NA;0;2;NA;NA;NA;NA;kesip;0;7;NA
4;HT;block1_passive_exp;3;NA;0;7;NA;NA;NA;NA;aike;0;8;NA
4;HT;block2_passive_exp;3;NA;0;1;NA;NA;NA;NA;nus;0;9;NA
4;HT;block2_passive_exp;3;NA;0;7;NA;NA;NA;NA;aike;0;10;NA
4;HT;block2_passive_exp;3;NA;0;4;NA;NA;NA;NA;puak;0;11;NA
4;HT;block2_passive_exp;3;NA;0;5;NA;NA;NA;NA;nekuki;0;12;NA
4;HT;block2_passive_exp;3;NA;0;2;NA;NA;NA;NA;kesip;0;13;NA
4;HT;block2_passive_exp;3;NA;0;6;NA;NA;NA;NA;anap;0;14;NA
4;HT;block2_passive_exp;3;NA;0;0;NA;NA;NA;NA;nusa;0;15;NA
4;HT;block2_passive_exp;3;NA;0;3;NA;NA;NA;NA;esip;0;16;NA
4;HT;testing_set;3;NA;0;1;NA;NA;NA;0;esip;0;17;NA
4;HT;testing_set;3;NA;0;3;NA;NA;NA;0;sup;0;18;NA
4;HT;testing_set;3;NA;0;4;NA;NA;NA;0;kaup;0;19;NA
4;HT;testing_set;3;NA;0;0;NA;NA;NA;0;enus;0;20;NA
4;HT;testing_set;3;NA;0;5;NA;NA;NA;0;kuapa;0;21;NA
4;HT;testing_set;3;NA;0;2;NA;NA;NA;0;esun;0;22;NA
4;HT;testing_set;3;NA;0;7;NA;NA;NA;1;aike;0;23;NA
4;HT;testing_set;3;NA;0;6;NA;NA;NA;0;enus;0;24;NA
4;HT;final_testing;3;NA;0;5;NA;NA;NA;NA;nekip;0;169;NA
4;HT;final_testing;3;NA;0;6;NA;NA;NA;NA;esep;0;170;NA
4;HT;final_testing;3;NA;0;1;NA;NA;NA;NA;nus;0;171;NA
4;HT;final_testing;3;NA;0;7;NA;NA;NA;NA;aike;0;172;NA
4;HT;final_testing;3;NA;0;4;NA;NA;NA;NA;kaup;0;173;NA
4;HT;final_testing;3;NA;0;0;NA;NA;NA;NA;inus;0;174;NA
4;HT;final_testing;3;NA;0;2;NA;NA;NA;NA;enus;0;175;NA
4;HT;final_testing;3;NA;0;3;NA;NA;NA;NA;unus;0;176;NA
4;HT;block1_passive_exp;4;NA;0;4;NA;NA;NA;NA;puak;0;1;NA
4;HT;block1_passive_exp;4;NA;0;1;NA;NA;NA;NA;nus;0;2;NA
4;HT;block1_passive_exp;4;NA;0;0;NA;NA;NA;NA;nusa;0;3;NA
4;HT;block1_passive_exp;4;NA;0;7;NA;NA;NA;NA;aike;0;4;NA
4;HT;block1_passive_exp;4;NA;0;2;NA;NA;NA;NA;kesip;0;5;NA
4;HT;block1_passive_exp;4;NA;0;6;NA;NA;NA;NA;anap;0;6;NA
4;HT;block1_passive_exp;4;NA;0;3;NA;NA;NA;NA;esip;0;7;NA
4;HT;block1_passive_exp;4;NA;0;5;NA;NA;NA;NA;nekuki;0;8;NA
4;HT;block2_passive_exp;4;NA;0;3;NA;NA;NA;NA;esip;0;9;NA
4;HT;block2_passive_exp;4;NA;0;5;NA;NA;NA;NA;nekuki;0;10;NA
4;HT;block2_passive_exp;4;NA;0;2;NA;NA;NA;NA;kesip;0;11;NA
